@delta,camera_id,suburb,street,offence_location,postcode,last_annual_test,last_annual_test_sortable,camera_type,certificate,site_type,reason,link,latitude,longitude,intersects_with,expiry_date,lga,commissioned_date,description,network,status,DJCS Comments,location
216,F30,Kensington,Epsom Road,"Epsom Road, at the intersection of Epsom Road and Smithfield Road, Kensington",3031,4/06/2025,4/06/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-06/F30_Kensington_intersection-of-epsom-road-and-smithfield-road_camera-cert_040625.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.789014,144.922838,Smithfield Road,4/06/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.789014,144.922838"
219,F33,Mulgrave,Springvale Road,"Springvale Road, at the intersection of Springvale Road and Wellington Road, Mulgrave",3170,29/04/2026,29/04/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/F33-mulgrave-springvale-rd-intersection-of-springvale-rd-and-wellington-rd-camera-cert-290426.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.918786,145.158563,Wellington Road,29/04/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.918786,145.158563"
221,F34E,Preston,Bell Street,"Bell Street, at the intersection of Bell Street and Gilbert Road, Preston",3072,19/03/2026,19/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2024-12/F34E-Preston-intersection-bell-street-and-gilbert-road-camera-cert-13112024.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.743676,144.989028,Gilbert Road,19/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.743676,144.989028"
226,F39,Wantirna South,Burwood Highway,"Burwood Highway, at the intersection of Burwood Highway and Stud Road, Wantirna South",3152,21/07/2026,21/07/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-08/F39_Wantirna_South_Burwood-Hwy_Intersection_of_Burwood_Hwy_and_Stud_Road_Wantirna_South_camera_cert_210725.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.869102,145.235407,Stud Road,21/07/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.869102,145.235407"
228,F41,Fitzroy,Alexandra Parade,"Alexandra Parade, at the intersection of Alexandra Parade and Brunswick Street, Fitzroy",3065,29/01/2026,29/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/F41-fitzroy-alexandra-pde-and-brunswick-st-camera-cert-290126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.793484,144.979426,Brunswick Street,29/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.793484,144.979426"
233,F44S,Highett,Nepean Highway,"Nepean Highway, at the intersection of Nepean Highway and Rowans Road, Highett",3190,20/08/2026,20/08/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/F44S-highett-nepean-highway-and-rowans-road-camera-cert-20082026.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.948944,145.045987,Rowans Road,20/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.948944,145.045987"
236,F46,Camberwell,Seymour Grove,"Seymour Grove, at the intersection of Seymour Grove and Camberwell Road, Camberwell",3124,3/11/2025,3/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-05/F46-camberwell-seymour-grove-intersection-of-seymour-grove-and-camberwell-road-camera-cert-171224.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.836069,145.062017,Camberwell Road,3/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.836069,145.062017"
240,F51,Bayswater,Scoresby Road,"Scoresby Road, at the intersection of Scoresby Road and Mountain Highway, Bayswater",3153,14/08/2026,14/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/F51-bayswater-intersection-of-scoresby-rd-and-mountain-hwy-camera-cert-140826.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.838906,145.271036,Mountain Highway,14/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.838906,145.271036"
242,F52,Mount Waverley,High Street Road,"High Street Road, at the intersection of High Street Road and Huntingdale Road, Mount Waverley",3149,20/07/2026,20/07/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-03/F52_mount-waverley_intersection-of-high-st-rd-and-huntingdale-rd_camera-cert_240125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.86796,145.111876,Huntingdale Road,20/07/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.86796,145.111876"
248,F58,Coburg,Murray Road,"Murray Road, at the intersection of Murray Road and Elizabeth Street , Coburg",3058,10/11/2025,10/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/F58-coburg-intersection-of-murray-rd-elizabeth-st-camera-cert-101125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.735995,144.98303,Elizabeth Street ,10/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-37.735995,144.98303"
257,F66,Armadale,Kooyong Road,"Kooyong Road, at the intersection of Kooyong Road and Malvern Road, Armadale",3143,29/09/2025,29/09/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-10/F66-armadale-intersection-kooyong-road-and-malvern-road-camera-cert-290925.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.850584,145.021405,Malvern Road,29/09/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.850584,145.021405"
258,F67,Elsternwick,Glen Eira Road,"Glen Eira Road, at the intersection of Glen Eira Road and Hotham Street, Elsternwick",3185,20/11/2025,20/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/F67-elsternwick-intersection-glen-eira-road-and-hotham-street-camera-cert-201125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.876949,144.998152,Hotham Street,20/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.876949,144.998152"
259,F68,Brighton,Bay Street,"Bay Street, at the intersection of Bay Street and St Kilda Street, Brighton",3186,5/11/2025,5/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/F68-brighton-intersection-bay-street-and-st-kilda-street-camera-cert-051125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.90385,144.988564,St Kilda Street,5/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.90385,144.988564"
262,F70,Clayton,Wellington Road,"Wellington Road, at the intersection of Wellington Road and Blackburn Road, Clayton",3168,19/09/2025,19/09/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-09/F70KM-wellington-road-intersection-wellington-rd-and-blackburn-rd-clayton-camera-cert-190925.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.916088,145.13992,Blackburn Road,19/09/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.916088,145.13992"
269,F77,Mount Waverley,High Street Road,"High Street Road, at the intersection of High Street Road and Stephensons Road, Mount Waverley",3149,29/10/2025,29/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/F77-mount-waverley-intersection-high-street-road-and-stephensons-road-camera-cert-291025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.870108,145.130219,Stephensons Road,29/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.870108,145.130219"
270,F78,Kew,Chandler Highway,"Chandler Highway, at the intersection of Chandler Highway and Eastern Freeway, Kew",3101,28/08/2025,28/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-09/F78-Intersection-chandler-hwy-eastern-fwy-kew-camera-cert-280825.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.790752,145.027783,Eastern Freeway,28/08/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.790752,145.027783"
272,F80,Kew,Glenferrie Road,"Glenferrie Road, at the intersection of Glenferrie Road and Wellington Street, Kew",3101,16/09/2025,16/09/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-09/F80-glenferrie-road-intersection-glenferrie-road-and-wellington-road-kew-camera-cert-160925.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.810063,145.037662,Wellington Street,16/09/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.810063,145.037662"
